id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
4046,效果,34,36,超赞,37,39,拍摄,积极,开心不，拍下第二天就收到了。迫不及待的就拿着相机出门，不管是室外室内效果都超赞，让我这个摄影小白也能拍出大片的感觉。感谢商家送了超多东西。很值！还会把这款好用的相机推荐给身边朋友的！
4047,性价比,26,29,很高,29,31,价格,积极,刚拿到手，还不会玩，相机小巧拍照方便，照片效果很多，性价比很高的一款相机。
4047,照片效果,19,23,很多,23,25,拍摄,积极,刚拿到手，还不会玩，相机小巧拍照方便，照片效果很多，性价比很高的一款相机。
4047,拍照,14,16,方便,16,18,使用体验,积极,刚拿到手，还不会玩，相机小巧拍照方便，照片效果很多，性价比很高的一款相机。
4047,_, , ,小巧,12,14,外观,积极,刚拿到手，还不会玩，相机小巧拍照方便，照片效果很多，性价比很高的一款相机。
4048,_, , ,优惠多多,3,7,价格,积极,双十二优惠多多！相机很正，手感很好！还在摸索！
4048,手感,13,15,很好,15,17,使用体验,积极,双十二优惠多多！相机很正，手感很好！还在摸索！
4048,_, , ,很正,10,12,整体,积极,双十二优惠多多！相机很正，手感很好！还在摸索！
4049,_, , ,超值,15,17,物流,积极,相机功能强大，卖家赠品多，感觉超值！自己还是小白，希望好好学习学习。
4049,_, , ,功能强大,2,6,性能,积极,相机功能强大，卖家赠品多，感觉超值！自己还是小白，希望好好学习学习。
4049,卖家赠品,7,11,多,11,12,赠品,积极,相机功能强大，卖家赠品多，感觉超值！自己还是小白，希望好好学习学习。
4050,_, , ,太实惠,25,28,价格,积极,收到商品后查询后是正品，卖家还送了一大堆东西，真是太实惠啦。本来想等3的也等不起了。摄影小白，希望可以好好利用机器吧
4050,_, , ,正品,9,11,整体,积极,收到商品后查询后是正品，卖家还送了一大堆东西，真是太实惠啦。本来想等3的也等不起了。摄影小白，希望可以好好利用机器吧
4051,价格,10,12,蛮划算,13,16,价格,积极,在双十一前夕下单的，价格还蛮划算，像素超好的客服还蛮好的
4051,客服,22,24,蛮好,25,27,服务,积极,在双十一前夕下单的，价格还蛮划算，像素超好的客服还蛮好的
4051,像素,17,19,超好,19,21,拍摄,积极,在双十一前夕下单的，价格还蛮划算，像素超好的客服还蛮好的
4052,性价比,9,12,很高,12,14,价格,积极,在同等价位中 算是性价比很高的了，喜欢独特的色调
4052,色调,22,24,喜欢,17,19,拍摄,积极,在同等价位中 算是性价比很高的了，喜欢独特的色调
4052,色调,22,24,独特,19,21,拍摄,积极,在同等价位中 算是性价比很高的了，喜欢独特的色调
4053,价钱,8,10,不贵,10,12,价格,积极,脑袋一热就买了 价钱不贵 扫街轻便 颜色漂亮 就是它了冬天收货还是要格外注意起雾的问题
4053,颜色,18,20,漂亮,20,22,外观,积极,脑袋一热就买了 价钱不贵 扫街轻便 颜色漂亮 就是它了冬天收货还是要格外注意起雾的问题
4054,价格,0,2,相对低廉,2,6,价格,积极,价格相对低廉，家用基本上足够了
4056,性价比,0,3,很高,3,5,价格,积极,性价比很高的全画幅相机，做工手感很满意。
4056,做工,12,14,很满意,16,19,外观,积极,性价比很高的全画幅相机，做工手感很满意。
4056,手感,14,16,很满意,16,19,使用体验,积极,性价比很高的全画幅相机，做工手感很满意。
4057,价格,65,67,不错,69,71,价格,积极,机器是5月13日生产的，没有按键和镜头歪的情况。配件呢，都是原装的，但是除了电池和卡比较值，那个背带就用不上了。不过总体来讲，这个价格还是不错的。
4058,_, , ,相当有所不值,1,7,价格,消极,物相当有所不值，价钱贵不说，实际拍摄的效果差远了，买的特别后悔！
4058,价钱,8,10,贵,10,11,价格,消极,物相当有所不值，价钱贵不说，实际拍摄的效果差远了，买的特别后悔！
4058,效果,19,21,差远了,21,24,拍摄,消极,物相当有所不值，价钱贵不说，实际拍摄的效果差远了，买的特别后悔！
4060,价格,10,12,不贵,13,15,价格,积极,全景拍摄，方便携带，价格也不贵。
4060,_, , ,方便携带,5,9,使用体验,积极,全景拍摄，方便携带，价格也不贵。
4061,_, , ,略贵,22,24,价格,中性,小日本的光学技术没得说，手感好，相素高，就是略贵。
4061,_, , ,没得说,8,11,整体,积极,小日本的光学技术没得说，手感好，相素高，就是略贵。
4061,手感,12,14,好,14,15,使用体验,积极,小日本的光学技术没得说，手感好，相素高，就是略贵。
4061,相素,16,18,高,18,19,拍摄,积极,小日本的光学技术没得说，手感好，相素高，就是略贵。
4062,_, , ,太值了,52,55,价格,积极,小肚子也能承载大世界，实在没想到呀，这么小的一个东西，拍出来的会是那样美的视频，而且还能拍照片，这个买的太值了也
4065,活动,0,2,很实惠,6,9,价格,积极,活动期间买的很实惠，京东自营，值得信赖。
4066,_, , ,挺值,0,2,价格,积极,挺值的，值得推荐的一款产品
4067,_, , ,便宜,16,18,价格,积极,有卡顿，信号弱。同事买的都比这个便宜。只能给80分。
4067,_, , ,有卡顿,0,3,性能,消极,有卡顿，信号弱。同事买的都比这个便宜。只能给80分。
4067,信号,4,6,弱,6,7,性能,消极,有卡顿，信号弱。同事买的都比这个便宜。只能给80分。
4068,价格,8,10,蛮实惠,10,13,价格,积极,相机质量还可以，价格蛮实惠，商家也送了很多东西。
4068,相机质量,0,4,还可以,4,7,整体,中性,相机质量还可以，价格蛮实惠，商家也送了很多东西。
4069,_, , ,经济实惠,7,11,价格,积极,拍照特别清楚，经济实惠
4069,拍照,0,2,特别清楚,2,6,拍摄,积极,拍照特别清楚，经济实惠
4070,_, , ,挺划算,17,20,价格,积极,买的是有全景相机和充电宝，充电线，挺划算的，全景相机的架，拿起来很轻，方便出行。
4070,_, , ,很轻,32,34,使用体验,积极,买的是有全景相机和充电宝，充电线，挺划算的，全景相机的架，拿起来很轻，方便出行。
4070,_, , ,方便,35,37,使用体验,积极,买的是有全景相机和充电宝，充电线，挺划算的，全景相机的架，拿起来很轻，方便出行。
4072,价格,13,15,贵的离谱,15,19,价格,消极,有点复杂，因为是新出产品，价格贵的离谱
4072,_, , ,有点复杂,0,4,使用体验,消极,有点复杂，因为是新出产品，价格贵的离谱
4073,_, , ,物美价廉,23,27,价格,积极,发货快服务态度好，包装严实没有损坏，拍摄清晰，物美价廉
4073,包装,9,11,没有损坏,13,17,包装,积极,发货快服务态度好，包装严实没有损坏，拍摄清晰，物美价廉
4073,包装,9,11,严实,11,13,包装,积极,发货快服务态度好，包装严实没有损坏，拍摄清晰，物美价廉
4073,拍摄,18,20,清晰,20,22,拍摄,积极,发货快服务态度好，包装严实没有损坏，拍摄清晰，物美价廉
4073,发货,0,2,快,2,3,物流,积极,发货快服务态度好，包装严实没有损坏，拍摄清晰，物美价廉
4073,服务态度,3,7,好,7,8,服务,积极,发货快服务态度好，包装严实没有损坏，拍摄清晰，物美价廉
4074,价格,22,24,不贵,25,27,价格,积极,买给剧组的跟组人员使用，全景拍摄，方便携带，价格也不贵。
4074,_, , ,方便携带,17,21,使用体验,积极,买给剧组的跟组人员使用，全景拍摄，方便携带，价格也不贵。
4075,价格,44,46,便宜,50,52,价格,积极,开始不会用客服挺认真教我，用起来看全景拍摄很好，而且小巧，携带方便，颜色也很漂亮，老公说价格比实体店便宜，还会关注的
4075,_, , ,小巧,26,28,外观,积极,开始不会用客服挺认真教我，用起来看全景拍摄很好，而且小巧，携带方便，颜色也很漂亮，老公说价格比实体店便宜，还会关注的
4075,颜色,34,36,很漂亮,37,40,外观,积极,开始不会用客服挺认真教我，用起来看全景拍摄很好，而且小巧，携带方便，颜色也很漂亮，老公说价格比实体店便宜，还会关注的
4075,客服,5,7,挺认真,7,10,服务,积极,开始不会用客服挺认真教我，用起来看全景拍摄很好，而且小巧，携带方便，颜色也很漂亮，老公说价格比实体店便宜，还会关注的
4075,拍摄,19,21,很好,21,23,拍摄,积极,开始不会用客服挺认真教我，用起来看全景拍摄很好，而且小巧，携带方便，颜色也很漂亮，老公说价格比实体店便宜，还会关注的
4075,_, , ,携带方便,29,33,使用体验,积极,开始不会用客服挺认真教我，用起来看全景拍摄很好，而且小巧，携带方便，颜色也很漂亮，老公说价格比实体店便宜，还会关注的
4076,价格,15,17,合理,17,19,价格,积极,货，收到了，小巧，质量挺好的，价格合理，照出来很清晰
4076,_, , ,很清晰,23,26,拍摄,积极,货，收到了，小巧，质量挺好的，价格合理，照出来很清晰
4076,_, , ,小巧,6,8,外观,积极,货，收到了，小巧，质量挺好的，价格合理，照出来很清晰
4076,质量,9,11,挺好,11,13,整体,积极,货，收到了，小巧，质量挺好的，价格合理，照出来很清晰
4077,价格,2,4,不便宜,4,7,价格,消极,虽然价格不便宜，但还是真香就对了。品控上的小问题不影响使用。
4077,_, , ,真香,11,13,整体,积极,虽然价格不便宜，但还是真香就对了。品控上的小问题不影响使用。
4078,价格,16,18,有点贵,18,21,价格,消极,种草很久了 GR 最爱森大模式 价格有点贵了 早买早享受
4079,_, , ,价廉,10,12,价格,积极,京东商城购买相机质优价廉送货快
4079,_, , ,质优,8,10,整体,积极,京东商城购买相机质优价廉送货快
4079,送货,12,14,快,14,15,物流,积极,京东商城购买相机质优价廉送货快
4080,价格,0,2,实惠,2,4,价格,积极,价格实惠
4081,_, , ,好划算,34,37,价格,积极,我心心念念的理光，终于到手了，应该是正品，查过了零快门。双十一买真的好划算，比平时少了两三百块钱了。开心。可我真的是个相机小白，摸索摸索吧，熟练了找朋友拍片去。
4081,_, , ,正品,18,20,整体,积极,我心心念念的理光，终于到手了，应该是正品，查过了零快门。双十一买真的好划算，比平时少了两三百块钱了。开心。可我真的是个相机小白，摸索摸索吧，熟练了找朋友拍片去。
4082,价格,27,29,便宜,30,32,价格,积极,心仪很久的一款相机 一直在观望 等到双十一终于入手了！价格是便宜了，不过快递真的是非常曲折，还在学习，后期上图！
4082,快递,36,38,非常曲折,41,45,物流,消极,心仪很久的一款相机 一直在观望 等到双十一终于入手了！价格是便宜了，不过快递真的是非常曲折，还在学习，后期上图！
4083,_, , ,挺划算,11,14,价格,积极,看起来质感非常棒！拼单挺划算的，刚拿到手冲完电试试
4083,质感,3,5,非常棒,5,8,外观,积极,看起来质感非常棒！拼单挺划算的，刚拿到手冲完电试试
4084,_, , ,最便宜,11,14,价格,积极,这确实是我目前为止看过最便宜的一家了 就在双十一前购物了 相机看过了是0快门的 赠品在签收后发出也很丰富 我终于拥有gr啦
4085,价格,22,24,很实惠,24,27,价格,积极,一机在手，街拍不愁，心慕已久，双十一前下手，价格很实惠。
4086,性价比,10,13,很高,13,15,价格,积极,刷街神器，还在摸索，性价比很高
4088,_, , ,优惠,23,25,价格,积极,正品。朋友看到了也要买，已经要了链接。店主要给优惠哦。
4088,_, , ,正品,0,2,整体,积极,正品。朋友看到了也要买，已经要了链接。店主要给优惠哦。
4090,_, , ,便宜,9,11,价格,积极,货收到了，质量好，便宜，值得够买，再拍二件
4090,质量,5,7,好,7,8,整体,积极,货收到了，质量好，便宜，值得够买，再拍二件
4091,_, , ,划算,0,2,价格,积极,划算
4092,客服态度,19,23,不好,24,26,服务,消极,不是纯白色是米白色，严重色差，而且这边客服态度也不好
4093,商家,8,10,好,10,11,服务,积极,于实际一模一样，商家好，货到的也快！
4093,货到,12,14,快,16,17,物流,积极,于实际一模一样，商家好，货到的也快！
4094,服务态度,13,17,棒棒,17,19,服务,积极,第好几次购买了，正品行货，服务态度棒棒的...........
4094,_, , ,正品,8,10,整体,积极,第好几次购买了，正品行货，服务态度棒棒的...........
4095,客服,6,8,很棒,8,10,服务,积极,第二次购买，客服很棒
4097,态度,59,61,特别好,61,64,服务,积极,给公司买的，我们做房产中介的，这款全景相机不愧是安居客开单神器，除了提供视频教程，还可以得到技术工程师1V1视频指导，态度特别好
4098,售后服务人员,0,6,很不错,6,9,服务,积极,售后服务人员很不错
4099,服务态度,23,27,绝对到位,27,31,服务,积极,每个房产经纪人都梦想有一个来单利器，但是这家店服务态度绝对到位，发货又是顺丰，收到相机后，一直担心不会用，客服还不但发送视频教程，还视频边教，边操作，如有同行的朋友需要购买，绝对推荐
4100,店家服务态度,34,40,特别好,41,44,服务,积极,很不错的相机哦，正品原装的。这个颜色超赞的，相机拿到手里面特别趁手，店家服务态度也特别好，还送了礼品，准备推荐同事购入。
4100,_, , ,正品,8,10,整体,积极,很不错的相机哦，正品原装的。这个颜色超赞的，相机拿到手里面特别趁手，店家服务态度也特别好，还送了礼品，准备推荐同事购入。
4100,颜色,16,18,超赞,18,20,外观,积极,很不错的相机哦，正品原装的。这个颜色超赞的，相机拿到手里面特别趁手，店家服务态度也特别好，还送了礼品，准备推荐同事购入。
4100,店家服务态度,34,40,特别好,41,44,服务,积极,很不错的相机哦，正品原装的。这个颜色超赞的，相机拿到手里面特别趁手，店家服务态度也特别好，还送了礼品，准备推荐同事购入。
4101,服务,7,9,杠杠,9,11,服务,积极,客服有问必答，服务杠杠的;
4101,客服,0,2,有问必答,2,6,服务,积极,客服有问必答，服务杠杠的;
4102,客服,44,46,可以,53,55,服务,积极,到手三天，拍出来效果不错，预览的效果不好，结果出来的图还是不错的，拍了几套挂58上午了，客服的服务态度还是可以
4102,服务态度,47,51,可以,53,55,服务,积极,到手三天，拍出来效果不错，预览的效果不好，结果出来的图还是不错的，拍了几套挂58上午了，客服的服务态度还是可以
4103,客服,14,16,很给力,16,19,服务,积极,很好很好，操作简单，容易上手客服很给力，沟通到位，耐心，仔细
4103,操作,5,7,容易上手,10,14,使用体验,积极,很好很好，操作简单，容易上手客服很给力，沟通到位，耐心，仔细
4103,操作,5,7,简单,7,9,使用体验,积极,很好很好，操作简单，容易上手客服很给力，沟通到位，耐心，仔细
4103,客服,14,16,沟通到位,20,24,服务,积极,很好很好，操作简单，容易上手客服很给力，沟通到位，耐心，仔细
4103,客服,14,16,耐心,25,27,服务,积极,很好很好，操作简单，容易上手客服很给力，沟通到位，耐心，仔细
4103,客服,14,16,仔细,28,30,服务,积极,很好很好，操作简单，容易上手客服很给力，沟通到位，耐心，仔细
4104,商家服务,0,4,很好,4,6,服务,积极,商家服务很好，用的过程中不明白的地方都可以帮忙处理！很贴心！
4104,_, , ,很贴心,26,29,服务,积极,商家服务很好，用的过程中不明白的地方都可以帮忙处理！很贴心！
4105,客服态度,12,16,特别好,16,19,服务,积极,很快就收到了，公司用的，客服态度特别好，?
4105,_, , ,很快,0,2,物流,积极,很快就收到了，公司用的，客服态度特别好，?
4106,服务,7,9,认可,13,15,服务,积极,第二次购买了，服务，质量我认可
4106,质量,10,12,认可,13,15,整体,积极,第二次购买了，服务，质量我认可
4107,客服,0,2,好详细,5,8,服务,积极,客服回答的好详细，也好温馨提示
4108,服务,0,2,非常好,2,5,服务,积极,服务非常好
4109,售后服务态度,7,13,太差,13,15,服务,消极,非常容易损坏，售后服务态度太差，跟大爷一样！！！！
4109,_, , ,非常容易损坏,0,6,性能,消极,非常容易损坏，售后服务态度太差，跟大爷一样！！！！
4110,售后服务态度,0,6,太垃圾,6,9,服务,消极,售后服务态度太垃圾！
4111,店家服务,0,4,很好,4,6,服务,积极,店家服务很好，很有耐心的教我怎么安装和使用，随时有问题咨询都有回复。
4111,店家服务,0,4,耐心,9,11,服务,积极,店家服务很好，很有耐心的教我怎么安装和使用，随时有问题咨询都有回复。
4112,客服服务,6,10,很耐心,10,13,物流,积极,拍摄很顺畅，客服服务很耐心。
4112,拍摄,0,2,很顺畅,2,5,拍摄,积极,拍摄很顺畅，客服服务很耐心。
4112,客服服务,6,10,很耐心,10,13,服务,积极,拍摄很顺畅，客服服务很耐心。
4113,商家服务,3,7,到位,7,9,服务,积极,收货，商家服务到位，??????????
4114,客服服务态度,5,11,超赞,11,13,物流,积极,东西不错！客服服务态度超赞！不过这个东西就是房产中介专用的东西，平时没啥用！
4114,_, , ,不错,2,4,整体,积极,东西不错！客服服务态度超赞！不过这个东西就是房产中介专用的东西，平时没啥用！
4115,客服,0,2,太蒙人,2,5,服务,消极,客服太蒙人了，变得太快
4116,客服服务,0,4,太差了,4,7,服务,消极,客服服务太差了，叫他快点发货，叫我去实体店买，我也醉了，什么态度
4117,客服,12,14,很用心,14,17,服务,积极,产品收到了，更描述一样，客服很用心，一点一点的教，还没有使用，房产中介必备神器！会推荐给朋友！
4118,客服,14,16,很有耐心,17,21,服务,积极,东西收到了，这是第二次回购，客服也很有耐心的为我解答你
4120,客服态度,0,4,很好,4,6,服务,积极,客服态度很好，第一次是坏的，立马给换了新的
4121,服务,12,14,周到,14,16,服务,积极,客服态度很好，耐心讲解，服务周到，上手快，卖房必备
4121,客服态度,0,4,很好,4,6,服务,积极,客服态度很好，耐心讲解，服务周到，上手快，卖房必备
4121,客服态度,0,4,耐心,7,9,服务,积极,客服态度很好，耐心讲解，服务周到，上手快，卖房必备
4121,_, , ,上手快,17,20,使用体验,积极,客服态度很好，耐心讲解，服务周到，上手快，卖房必备
4122,_, , ,赞,31,32,整体,积极,收到货，马上就用了，开始不会用，客服耐心的讲解，发视频真耐心，赞
4123,客服,17,19,很耐心,20,23,服务,积极,小巧，操作也简单，等等去试下效果，客服也很耐心。
4123,_, , ,小巧,0,2,外观,积极,小巧，操作也简单，等等去试下效果，客服也很耐心。
4123,操作,3,5,简单,6,8,使用体验,积极,小巧，操作也简单，等等去试下效果，客服也很耐心。
4124,客服,0,2,很好,2,4,服务,积极,客服很好，已经结婚了！
4125,售后服务,0,4,非常满意,4,8,服务,积极,售后服务非常满意
4126,客服,0,2,非常耐心,2,6,服务,积极,客服非常耐心的教使用方法谢谢啦
4127,客服,0,2,很好,2,4,服务,积极,客服很好，但是机器清晰度一般般
4127,清晰度,9,12,一般般,12,15,拍摄,消极,客服很好，但是机器清晰度一般般
4128,客服,13,15,很耐心,15,18,服务,积极,到货了，还没用，希望好用，客服很耐心，
4129,客户服务,4,8,非常不错,8,12,服务,积极,已收到，客户服务非常不错。
4130,客服,77,79,很棒,80,82,服务,积极,终于收到啦  gr相机   这是到手的样子  机器拿到手里很舒服大小合适     都查过啦    是正品  东西齐全 还没有用  拍到好照片再来追评啦  客服也很棒啦
4130,_, , ,正品,50,52,整体,积极,终于收到啦  gr相机   这是到手的样子  机器拿到手里很舒服大小合适     都查过啦    是正品  东西齐全 还没有用  拍到好照片再来追评啦  客服也很棒啦
4130,_, , ,很舒服,29,32,使用体验,积极,终于收到啦  gr相机   这是到手的样子  机器拿到手里很舒服大小合适     都查过啦    是正品  东西齐全 还没有用  拍到好照片再来追评啦  客服也很棒啦
4130,大小,32,34,合适,34,36,外观,积极,终于收到啦  gr相机   这是到手的样子  机器拿到手里很舒服大小合适     都查过啦    是正品  东西齐全 还没有用  拍到好照片再来追评啦  客服也很棒啦
4130,_, , ,齐全,56,58,整体,积极,终于收到啦  gr相机   这是到手的样子  机器拿到手里很舒服大小合适     都查过啦    是正品  东西齐全 还没有用  拍到好照片再来追评啦  客服也很棒啦
4131,卖家,29,31,非常好,31,34,服务,积极,终于拥有一台自己的gr2，刚收到还不太会搞Wi-Fi连接，卖家非常好，把教程用电子邮箱发了过来，于是拍完图三，马上来好评！
4131,_, , ,好评,58,60,整体,积极,终于拥有一台自己的gr2，刚收到还不太会搞Wi-Fi连接，卖家非常好，把教程用电子邮箱发了过来，于是拍完图三，马上来好评！
4132,客服,12,14,很有耐心,14,18,服务,积极,快递隔天就到，包装整齐，客服很有耐心，赠送了图一的电池和内存卡，心仪很久的网红爆款，信任京东，信任旗舰店，新手，正在读使用手册，期待拍出大片再来追加。
4132,包装,7,9,整齐,9,11,包装,积极,快递隔天就到，包装整齐，客服很有耐心，赠送了图一的电池和内存卡，心仪很久的网红爆款，信任京东，信任旗舰店，新手，正在读使用手册，期待拍出大片再来追加。
4132,快递,0,2,隔天就到,2,6,物流,积极,快递隔天就到，包装整齐，客服很有耐心，赠送了图一的电池和内存卡，心仪很久的网红爆款，信任京东，信任旗舰店，新手，正在读使用手册，期待拍出大片再来追加。
4133,客服,26,28,很有耐心,28,32,服务,积极,相机收到了。   具体用法还在学习，配件很多。   客服很有耐心
4133,配件,18,20,很多,20,22,赠品,积极,相机收到了。   具体用法还在学习，配件很多。   客服很有耐心
4134,服务态度,48,52,棒棒,52,54,服务,积极,看了很多评价入手的GR2*在微博研究了很多教程，慢慢来吧！客服态度超好，有啥不懂的都给我解决了！服务态度棒棒的，希望早点研究透，不再是一个相机小白
4134,客服态度,29,33,超好,33,35,服务,积极,看了很多评价入手的GR2*在微博研究了很多教程，慢慢来吧！客服态度超好，有啥不懂的都给我解决了！服务态度棒棒的，希望早点研究透，不再是一个相机小白
4135,客服,16,18,很有耐心,18,22,服务,积极,拿到手确实有很多地方不懂，可以说客服很有耐心了，颜色太好看了(??;??)??
4135,颜色,24,26,太好看,26,29,外观,积极,拿到手确实有很多地方不懂，可以说客服很有耐心了，颜色太好看了(??;??)??
4136,客服服务态度,33,39,超好,40,42,服务,积极,原图直出。太爱理光的色调了，超适合不爱修图的懒人！记录日常最棒了！客服服务态度也超好?
4136,_, , ,最棒,29,31,整体,积极,原图直出。太爱理光的色调了，超适合不爱修图的懒人！记录日常最棒了！客服服务态度也超好?
4137,店家服务,28,32,很好,33,35,服务,积极,很棒的相机，到手后立马拿出了拍了拍，各种滤镜效果都很棒！店家服务也很好！
4138,客服,18,20,很耐心,20,23,服务,积极,好不容易等到降价啦，毫不犹豫下单了，客服很耐心问了很多问题都积极回答·
4138,_, , ,降价,6,8,价格,积极,好不容易等到降价啦，毫不犹豫下单了，客服很耐心问了很多问题都积极回答·
4139,客服小姐姐,8,13,人很好,13,16,服务,积极,相机还在探索中，客服小姐姐人很好，我问题比较多，她都很耐心的解释，很谢谢她们
4140,客服态度,5,9,超好,9,11,服务,积极,相机到了，客服态度超好，问了好多问题都耐心解答！?
4141,客服,47,49,不错,49,51,服务,积极,终于拔草了，心念念了一年。喜欢机子内置滤镜。全新机子，软件可以升级3.0版本，学习使用中。还有客服不错！
4142,客服,44,46,点赞,46,48,服务,积极,新手小白，早晨收到货，从最基础的研究，一点一点摸索。这家的服务太棒了，事无巨细的指导。给客服点赞。
4142,服务,29,31,太棒了,31,34,服务,积极,新手小白，早晨收到货，从最基础的研究，一点一点摸索。这家的服务太棒了，事无巨细的指导。给客服点赞。
4143,客服,46,48,很好,49,51,服务,积极,都是那这个相机拍的 操作挺简单 方便上手最近还没有机会出去扫街但是已经感觉到使用干应该不错了客服也很好基本上有问必答 哈哈哈哈当然答的对不对也就另外说了推荐喜欢的人购买 不会失望的
4143,操作,10,12,挺简单,12,15,使用体验,积极,都是那这个相机拍的 操作挺简单 方便上手最近还没有机会出去扫街但是已经感觉到使用干应该不错了客服也很好基本上有问必答 哈哈哈哈当然答的对不对也就另外说了推荐喜欢的人购买 不会失望的
4143,_, , ,方便上手,16,20,使用体验,积极,都是那这个相机拍的 操作挺简单 方便上手最近还没有机会出去扫街但是已经感觉到使用干应该不错了客服也很好基本上有问必答 哈哈哈哈当然答的对不对也就另外说了推荐喜欢的人购买 不会失望的
4143,_, , ,不错,43,45,整体,积极,都是那这个相机拍的 操作挺简单 方便上手最近还没有机会出去扫街但是已经感觉到使用干应该不错了客服也很好基本上有问必答 哈哈哈哈当然答的对不对也就另外说了推荐喜欢的人购买 不会失望的
4143,_, , ,不会失望,85,89,整体,积极,都是那这个相机拍的 操作挺简单 方便上手最近还没有机会出去扫街但是已经感觉到使用干应该不错了客服也很好基本上有问必答 哈哈哈哈当然答的对不对也就另外说了推荐喜欢的人购买 不会失望的
4144,客服,11,13,很好,16,18,服务,积极,上午刚到，有点小问题，客服解决的很好，下午试拍，不错不错
4145,卖家,21,23,很有耐心,23,27,服务,积极,外形小巧美观~适合旅游携带~拍摄效果不错。卖家很有耐心，帮我解决了一些菜鸟问题~
4145,拍摄效果,14,18,不错,18,20,拍摄,积极,外形小巧美观~适合旅游携带~拍摄效果不错。卖家很有耐心，帮我解决了一些菜鸟问题~
4145,外形,0,2,小巧,2,4,外观,积极,外形小巧美观~适合旅游携带~拍摄效果不错。卖家很有耐心，帮我解决了一些菜鸟问题~
4145,外形,0,2,美观,4,6,外观,积极,外形小巧美观~适合旅游携带~拍摄效果不错。卖家很有耐心，帮我解决了一些菜鸟问题~
4145,_, , ,适合旅游携带,7,13,使用体验,积极,外形小巧美观~适合旅游携带~拍摄效果不错。卖家很有耐心，帮我解决了一些菜鸟问题~
4146,服务,0,2,超好,2,4,服务,积极,服务超好哦。相机包没有货后来又给补发了
4147,卖家态度,79,83,超好,84,86,服务,积极,被专门拍摄影的朋友安利的这个相机，然后心痒痒的买了一个，简单操作易上手，然后看了一下说明书才发现还有好多隐藏功能；相机实在是小巧，一点不占地方而且很轻方便拿；卖家态度也超好，对于一窍不通的时候都很尽心尽力的解释，然后也送了好多小礼品，嘻嘻嘻开心哦～
4147,_, , ,小巧,62,64,外观,积极,被专门拍摄影的朋友安利的这个相机，然后心痒痒的买了一个，简单操作易上手，然后看了一下说明书才发现还有好多隐藏功能；相机实在是小巧，一点不占地方而且很轻方便拿；卖家态度也超好，对于一窍不通的时候都很尽心尽力的解释，然后也送了好多小礼品，嘻嘻嘻开心哦～
4147,操作,30,32,简单,28,30,使用体验,积极,被专门拍摄影的朋友安利的这个相机，然后心痒痒的买了一个，简单操作易上手，然后看了一下说明书才发现还有好多隐藏功能；相机实在是小巧，一点不占地方而且很轻方便拿；卖家态度也超好，对于一窍不通的时候都很尽心尽力的解释，然后也送了好多小礼品，嘻嘻嘻开心哦～
4147,_, , ,易上手,32,35,使用体验,积极,被专门拍摄影的朋友安利的这个相机，然后心痒痒的买了一个，简单操作易上手，然后看了一下说明书才发现还有好多隐藏功能；相机实在是小巧，一点不占地方而且很轻方便拿；卖家态度也超好，对于一窍不通的时候都很尽心尽力的解释，然后也送了好多小礼品，嘻嘻嘻开心哦～
4147,_, , ,很轻,73,75,使用体验,积极,被专门拍摄影的朋友安利的这个相机，然后心痒痒的买了一个，简单操作易上手，然后看了一下说明书才发现还有好多隐藏功能；相机实在是小巧，一点不占地方而且很轻方便拿；卖家态度也超好，对于一窍不通的时候都很尽心尽力的解释，然后也送了好多小礼品，嘻嘻嘻开心哦～
4147,_, , ,方便拿,75,78,使用体验,积极,被专门拍摄影的朋友安利的这个相机，然后心痒痒的买了一个，简单操作易上手，然后看了一下说明书才发现还有好多隐藏功能；相机实在是小巧，一点不占地方而且很轻方便拿；卖家态度也超好，对于一窍不通的时候都很尽心尽力的解释，然后也送了好多小礼品，嘻嘻嘻开心哦～
4147,_, , ,开心,120,122,整体,积极,被专门拍摄影的朋友安利的这个相机，然后心痒痒的买了一个，简单操作易上手，然后看了一下说明书才发现还有好多隐藏功能；相机实在是小巧，一点不占地方而且很轻方便拿；卖家态度也超好，对于一窍不通的时候都很尽心尽力的解释，然后也送了好多小礼品，嘻嘻嘻开心哦～
4148,店铺服务,34,38,真的好,38,41,服务,积极,我的第一部相机，质感很好！还不太会用，要再摸索学习，感觉会惊喜连连！店铺服务真的好！
4148,质感,8,10,很好,10,12,拍摄,积极,我的第一部相机，质感很好！还不太会用，要再摸索学习，感觉会惊喜连连！店铺服务真的好！
4149,卖家,0,2,特别好,2,5,服务,积极,卖家特别好，细心的解答，还送了超多的东西，心意很久的相机，一直被朋友种草，相机还在摸索中，希望以后扫街可以拍出大片。
4150,客服,7,9,特别耐心,10,14,服务,积极,卖家超级靠谱，客服也特别耐心 回到寝室拿到了心心念念的GR2 想要选择它的人自然知道它的优点和缺点 真的是值得入手的一款相机 p5第一张直出 小白还需要慢慢摸索啊
4150,卖家,0,2,超级靠谱,2,6,服务,积极,卖家超级靠谱，客服也特别耐心 回到寝室拿到了心心念念的GR2 想要选择它的人自然知道它的优点和缺点 真的是值得入手的一款相机 p5第一张直出 小白还需要慢慢摸索啊
4151,店家服务态度,21,27,很好,27,29,服务,积极,京东物流送货快，机器到手经查询是全新正品，店家服务态度很好，满分好评。机器轻便色彩喜人，摸索学习中
